3.1084103053e-05, 12000000, 3.141495, 0, 1178, 1
1.1777882039e-04, 12000000, 3.1419626666666667, 1, 1114, 1
1.2312144764e-05, 12000000, 3.141631333333333, 2, 1078, 1
1.1586896107e-04, 12000000, 3.1419566666666667, 3, 942, 1
1.8302402206e-04, 12000000, 3.1410176666666665, 4, 1271, 1
3.2247238430e-07, 12000000, 3.1415936666666666, 5, 910, 1
2.0579876808e-05, 12000000, 3.141528, 6, 1144, 1
7.4688556594e-07, 12000000, 3.141595, 7, 1223, 1
4.5628579518e-05, 12000000, 3.141736, 8, 1036, 1
9.1571306424e-05, 12000000, 3.1418803333333334, 9, 1223, 1
2.1262684147e-04, 24000000, 3.140924666666667, 0, 1270, 2
9.5072715172e-05, 24000000, 3.141891333333333, 1, 1019, 2
7.3003229730e-05, 24000000, 3.141822, 2, 1287, 2
1.3984830583e-04, 24000000, 3.142032, 3, 2065, 2
1.7290674651e-05, 24000000, 3.1415383333333335, 4, 1223, 2
1.2043140277e-04, 24000000, 3.141971, 5, 2087, 2
2.6636089642e-05, 24000000, 3.1416763333333333, 6, 2400, 2
1.7974314490e-04, 24000000, 3.1421573333333335, 7, 1082, 2
2.1580994033e-04, 24000000, 3.1409146666666667, 8, 1318, 2
1.7581732297e-04, 24000000, 3.142145, 9, 1254, 2
1.3443703776e-04, 48000000, 3.142015, 0, 1451, 4
1.6441848288e-05, 48000000, 3.141541, 1, 1358, 4
2.6954399528e-05, 48000000, 3.1416773333333334, 2, 1238, 4
2.3299867419e-04, 48000000, 3.1408606666666667, 3, 1271, 4
1.8313012535e-04, 48000000, 3.1410173333333335, 4, 1087, 4
3.1565314130e-04, 48000000, 3.140601, 5, 1537, 4
8.5302886999e-05, 48000000, 3.1413246666666668, 6, 1302, 4
1.1862764675e-04, 48000000, 3.1419653333333333, 7, 1474, 4
3.3040149936e-04, 48000000, 3.1405546666666666, 8, 1239, 4
1.5076862026e-04, 48000000, 3.141119, 9, 1396, 4
2.9068140440e-05, 96000000, 3.1415013333333333, 0, 4391, 8
5.4957344516e-05, 96000000, 3.14142, 1, 3372, 8
1.9491591614e-04, 96000000, 3.142205, 2, 2306, 8
8.0218253816e-05, 96000000, 3.1418446666666666, 3, 1726, 8
3.6070957936e-05, 96000000, 3.1414793333333333, 4, 3874, 8
4.4567546564e-05, 96000000, 3.1417326666666665, 5, 2291, 8
1.0334044722e-04, 96000000, 3.141268, 6, 1741, 8
9.8786330511e-05, 96000000, 3.141903, 7, 4737, 8
2.7545231821e-06, 96000000, 3.141584, 8, 2503, 8
9.1456878132e-05, 96000000, 3.1413053333333334, 9, 3356, 8
