1.0075650564e-05, 12000000, 3.141561, 0, 1137, 1
1.1712987474e-06, 12000000, 3.141596333333333, 1, 894, 1
6.4939379280e-05, 12000000, 3.1417966666666666, 2, 1067, 1
3.9041850207e-05, 12000000, 3.14147, 3, 1207, 1
1.3496755424e-04, 12000000, 3.1420166666666667, 4, 1050, 1
1.1437518994e-04, 12000000, 3.1412333333333335, 5, 1227, 1
1.8132636933e-04, 12000000, 3.141023, 6, 1067, 1
8.4037972451e-05, 12000000, 3.1418566666666665, 7, 1257, 1
3.3426700547e-05, 12000000, 3.1416976666666665, 8, 1090, 1
8.3393027682e-05, 12000000, 3.1413306666666667, 9, 1239, 1
5.4002414858e-05, 24000000, 3.141423, 0, 1113, 2
3.1056850812e-04, 24000000, 3.142568333333333, 1, 1082, 2
2.3656872375e-05, 24000000, 3.1415183333333334, 2, 1161, 2
7.0342322348e-05, 24000000, 3.1413716666666667, 3, 1113, 2
2.0689726352e-04, 24000000, 3.1409426666666667, 4, 1113, 2
7.3427642911e-05, 24000000, 3.1418233333333334, 5, 1240, 2
