Error,Npoint,Pi,Nlance,tempsMilis,Nproc
2.0205895325e-04,15000000,3.1409578666666667,0,575,1
1.0656933356e-05,15000000,3.1416261333333333,1,577,1
2.3301100005e-06,15000000,3.1415853333333335,2,566,1
1.3704383267e-05,15000000,3.1415496,3,580,1
1.4646417263e-05,15000000,3.1416386666666667,4,580,1
3.5433840280e-04,15000000,3.1404794666666667,0,311,2
3.7780936529e-07,15000000,3.1415914666666667,1,310,2
2.2964915622e-05,15000000,3.1416648,2,378,2
1.1267753721e-04,15000000,3.1412386666666667,3,313,2
3.8914526253e-05,15000000,3.1414704,4,312,2
3.5511067152e-04,15000000,3.142708266666667,0,190,4
1.8134758999e-04,15000000,3.1410229333333333,1,191,4
9.6210305766e-05,15000000,3.1412904,2,212,4
1.4579009037e-04,15000000,3.1420506666666665,3,189,4
2.4704675050e-04,15000000,3.1408165333333335,4,188,4
1.6938248443e-05,15000000,3.1416458666666665,0,201,8
9.1117347587e-05,15000000,3.1413064,1,205,8
9.6727926580e-05,15000000,3.1418965333333335,2,206,8
1.3669932329e-04,15000000,3.1411632,3,209,8
2.9262872620e-04,15000000,3.1406733333333334,4,222,8
3.7310081159e-05,15000000,3.1417098666666665,0,287,16
1.6114552255e-04,15000000,3.1410864,1,316,16
4.7920410698e-05,15000000,3.1417432,2,301,16
9.6300167236e-06,15000000,3.1415624,3,298,16
2.1692173960e-04,15000000,3.1422741333333333,4,315,16
5.0546793589e-06,15000000,3.1416085333333332,0,487,32
1.0572548603e-04,15000000,3.1419248,1,493,32
7.4989646687e-05,15000000,3.1413570666666666,2,448,32
1.3118195193e-04,15000000,3.1411805333333334,3,453,32
1.6811422372e-04,15000000,3.1421208,4,544,32
2.5587952351e-05,15000000,3.1415122666666666,0,836,64
6.9896688508e-05,15000000,3.1413730666666666,1,865,64
2.4230164786e-04,15000000,3.142353866666667,2,905,64
6.5058378238e-05,15000000,3.1413882666666666,3,1002,64
8.1270961774e-05,15000000,3.1413373333333334,4,1028,64
