Error,Npoint,Pi,Nlance,tempsMilis,Nproc
7.2697815506e-05,15000000,3.141364266666667,0,546,1
1.2829594229e-04,15000000,3.1411896,1,541,1
7.7790773685e-05,15000000,3.1413482666666668,2,572,1
2.5163873786e-04,15000000,3.1423832,3,562,1
2.7209047437e-05,15000000,3.1416781333333335,4,564,1
1.8542693537e-05,15000000,3.1415344,5,565,1
9.1207209059e-06,15000000,3.141564,6,564,1
8.2968614501e-05,15000000,3.141332,7,566,1
1.6836887163e-04,15000000,3.1421216,8,573,1
1.1183703584e-04,15000000,3.141944,9,566,1
7.4480350869e-05,15000000,3.1413586666666666,10,567,1
2.1904380551e-04,15000000,3.1422808,11,565,1
1.1769393775e-04,15000000,3.1419624,12,564,1
4.4516780249e-05,15000000,3.1414528,13,566,1
1.4637594383e-04,15000000,3.1411328,14,565,1
8.0345577771e-05,15000000,3.141845066666667,15,558,1
3.4925042346e-05,15000000,3.141482933333333,16,561,1
1.2642852429e-04,15000000,3.141195466666667,17,565,1
1.9841732489e-04,15000000,3.142216,18,560,1
3.0519470254e-05,15000000,3.1416885333333333,19,560,1
3.1394259291e-04,15000000,3.142578933333333,0,284,2
9.4860508581e-05,15000000,3.141890666666667,1,282,2
1.0266971112e-04,15000000,3.1419152,2,283,2
3.1962140455e-04,15000000,3.140588533333333,3,281,2
1.9255209798e-04,15000000,3.140987733333333,4,284,2
9.4690743308e-05,15000000,3.1418901333333333,5,282,2
4.1206357433e-05,15000000,3.1414632,6,284,2
8.6703450498e-05,15000000,3.141320266666667,7,282,2
6.8716656596e-05,15000000,3.141808533333333,8,282,2
1.0249162085e-04,15000000,3.1412706666666668,9,282,2
3.1843304764e-04,15000000,3.140592266666667,10,284,2
3.3863511508e-04,15000000,3.1405288,11,281,2
5.5899378512e-05,15000000,3.141768266666667,12,283,2
6.7613182324e-05,15000000,3.1418050666666666,13,285,2
2.0342540043e-04,15000000,3.1422317333333334,14,286,2
9.1210555219e-05,15000000,3.1418792,15,286,2
2.1157413351e-04,15000000,3.1422573333333332,16,299,2
6.2944637326e-05,15000000,3.1417904,17,467,2
5.5899378512e-05,15000000,3.141768266666667,18,297,2
6.4387642144e-05,15000000,3.1417949333333333,19,284,2
1.4171572383e-04,15000000,3.1420378666666666,0,144,4
1.3450069974e-04,15000000,3.1420152,1,143,4
1.9035347444e-04,15000000,3.1421906666666666,2,143,4
1.8593125235e-04,15000000,3.1410085333333333,3,142,4
6.1416749873e-05,15000000,3.1417856,4,145,4
1.2685293748e-04,15000000,3.1411941333333333,5,142,4
9.1796408677e-05,15000000,3.141304266666667,6,142,4
9.2738442673e-05,15000000,3.141884,7,145,4
3.4933367342e-05,15000000,3.1417024,8,142,4
