Error,Npoint,Pi,Nlance,tempsMilis,Nproc
1.8423359963e-04,15000000,3.1410138666666665,0,1395,1
1.7982802753e-04,15000000,3.1421576,1,1109,1
5.5891053516e-05,15000000,3.1414170666666665,2,1375,1
1.0402285447e-05,15000000,3.1416253333333333,3,1484,1
1.0810219985e-04,15000000,3.1419322666666667,4,1437,1
1.2294833621e-04,15000000,3.1412064,5,1345,1
1.1182871085e-04,15000000,3.1412413333333333,6,1374,1
1.0249162085e-04,15000000,3.1412706666666668,7,1265,1
9.1040789947e-05,15000000,3.1418786666666665,8,1438,1
1.2261378449e-05,15000000,3.1415541333333334,9,1438,1
2.4315047422e-04,15000000,3.1423565333333334,10,1453,1
4.5453835410e-06,15000000,3.141606933333333,11,1093,1
1.0742313876e-04,15000000,3.141930133333333,12,1484,1
9.6218630762e-05,15000000,3.1418949333333335,13,1469,1
3.6882321816e-06,15000000,3.141581066666667,14,1297,1
2.1547040979e-04,15000000,3.1409157333333333,15,1452,1
3.2386888253e-05,15000000,3.1416944,16,1468,1
1.7066070281e-04,15000000,3.1421288,17,1375,1
1.0342532985e-04,15000000,3.141267733333333,18,1453,1
1.9051989355e-05,15000000,3.1415328,19,1438,1
3.7055433250e-05,15000000,3.1417090666666665,20,1390,1
1.3449237474e-04,15000000,3.1411701333333335,21,1234,1
1.2618220138e-04,15000000,3.1419890666666666,22,1110,1
4.0705386612e-05,15000000,3.1417205333333333,23,1218,1
1.5529694564e-04,15000000,3.1420805333333335,24,1374,1
3.8235465162e-05,15000000,3.1414725333333333,25,1188,1
9.5534590836e-06,15000000,3.1416226666666667,26,1219,1
1.6021181355e-04,15000000,3.1410893333333334,27,1109,1
1.3059609847e-04,15000000,3.1420029333333335,28,1312,1
1.7727322345e-04,15000000,3.141035733333333,29,1344,1
2.8907198047e-04,15000000,3.1425008,30,1219,1
7.1679223870e-05,15000000,3.141367466666667,31,1343,1
3.8328672795e-05,15000000,3.1417130666666666,32,1219,1
8.0255716299e-06,15000000,3.1416178666666665,33,1234,1
8.7976690043e-05,15000000,3.1413162666666667,34,1202,1
3.9169174161e-05,15000000,3.1414696,35,1250,1
1.4587497301e-04,15000000,3.1420509333333335,36,1265,1
2.1046233425e-04,15000000,3.140931466666667,37,1326,1
8.6109272044e-05,15000000,3.1413221333333334,38,1250,1
1.3798088783e-04,15000000,3.1420261333333332,39,1343,1
1.6319103082e-04,15000000,3.1421053333333333,40,1374,1
2.8728609895e-05,15000000,3.1415024,41,1359,1
1.7455697909e-04,15000000,3.1410442666666665,42,1375,1
5.4201725786e-05,15000000,3.1417629333333332,43,1094,1
2.5987235358e-04,15000000,3.1424090666666666,44,1390,1
2.4229332287e-04,15000000,3.1408314666666666,45,1422,1
1.3115183647e-06,15000000,3.1415885333333335,46,1312,1
1.8941976544e-04,15000000,3.1421877333333335,47,1203,1
3.9601912339e-05,15000000,3.1417170666666667,48,1315,1
1.3126683456e-04,15000000,3.141180266666667,49,1234,1
3.2344112318e-04,15000000,3.1405765333333333,0,2296,2
4.0280973430e-05,15000000,3.1417192,1,1531,2
1.3194589565e-04,15000000,3.1411781333333333,2,1890,2
3.0264822345e-05,15000000,3.1416877333333333,3,1484,2
1.0029299731e-04,15000000,3.1419077333333334,4,2457,2
1.3636811774e-04,15000000,3.1420210666666666,5,1500,2
2.2794815733e-04,15000000,3.1408765333333335,6,1625,2
5.2665513336e-05,15000000,3.1414272,7,2109,2
