Error,Npoint,Pi,Nlance,tempsMilis,Nproc
3.5612926316e-04,15000000,3.1427114666666665,0,574,1
1.2312642647e-04,15000000,3.1419794666666667,1,568,1
1.7108013716e-05,15000000,3.1416464,2,575,1
1.7702192170e-05,15000000,3.1416482666666665,3,573,1
8.0430460407e-05,15000000,3.1418453333333334,4,586,1
6.1747955422e-05,15000000,3.1413986666666665,0,312,2
5.8106327056e-05,15000000,3.1417752,1,315,2
1.1496936839e-04,15000000,3.1412314666666665,2,310,2
1.6565262727e-04,15000000,3.1421130666666666,3,310,2
1.2676805484e-04,15000000,3.1411944,4,309,2
1.7442565426e-06,15000000,3.1415981333333334,0,187,4
2.2634371223e-04,15000000,3.1423037333333332,1,186,4
5.7766796511e-05,15000000,3.1417741333333336,2,203,4
1.7905575881e-04,15000000,3.1410301333333335,3,187,4
