Error,Npoint,Pi,Nlance,tempsMilis,Nproc
7.8096187909e-05,12000000,3.141838,0,1752,1
7.3949834392e-05,12000000,3.1413603333333335,1,1167,1
4.0951709524e-05,12000000,3.141464,2,1469,1
1.9576474250e-04,12000000,3.1422076666666667,3,1234,1
6.8334684732e-05,12000000,3.1418073333333334,4,1333,1
6.8865201209e-05,12000000,3.141809,5,1284,1
1.4185594344e-04,12000000,3.141147,6,1445,1
1.2297788186e-04,12000000,3.141979,7,1480,1
1.9480148785e-04,12000000,3.1409806666666666,8,1308,1
1.9321826341e-04,12000000,3.1421996666666665,9,1297,1
2.3619009805e-04,12000000,3.1423346666666667,10,977,1
1.2880523811e-04,12000000,3.141188,11,1205,1
1.4388023105e-04,12000000,3.1420446666666666,12,1388,1
1.0992717653e-04,12000000,3.141938,13,1402,1
6.1960162012e-05,12000000,3.141398,14,1182,1
3.0706709937e-04,12000000,3.1425573333333334,15,1189,1
1.2583434584e-04,12000000,3.1411973333333334,16,1290,1
2.3559094076e-05,12000000,3.1416666666666666,17,1312,1
1.1639947755e-04,12000000,3.141958333333333,18,1292,1
7.3003229730e-05,12000000,3.141822,19,1397,1
1.6980689761e-05,12000000,3.141646,20,1324,1
7.8300069503e-05,12000000,3.1413466666666667,21,1426,1
1.5055641367e-04,12000000,3.1411196666666665,22,1431,1
1.4858623853e-05,12000000,3.1416393333333335,23,1441,1
3.8617437025e-05,12000000,3.1414713333333335,24,1579,1
1.7602952956e-04,12000000,3.1421456666666665,25,1444,1
2.6621733064e-04,12000000,3.142429,26,1543,1
4.7114025653e-05,12000000,3.1417406666666667,27,1205,1
1.6043234513e-04,12000000,3.1420966666666668,28,1354,1
2.0201651193e-04,12000000,3.140958,29,1462,1
1.5926520889e-04,12000000,3.142093,30,1290,1
1.8356286353e-04,12000000,3.1421693333333334,31,1484,1
1.9469538455e-04,12000000,3.140981,32,1395,1
2.3363529396e-04,12000000,3.1408586666666665,33,1445,1
5.9315904624e-05,12000000,3.141779,34,1163,1
1.0217331097e-04,12000000,3.1412716666666665,35,1607,1
5.1252054174e-05,12000000,3.1417536666666668,36,1328,1
3.0235276689e-05,12000000,3.1414976666666665,37,1221,1
1.8259960888e-04,12000000,3.141019,38,1257,1
1.2668317220e-04,12000000,3.141194666666667,39,1369,1
1.6021181355e-04,12000000,3.1410893333333334,40,1175,1
9.6595623791e-06,12000000,3.141623,41,1514,1
1.4425885675e-05,12000000,3.1415473333333335,42,1494,1
4.0951709524e-05,12000000,3.141464,43,1636,1
7.6284106891e-05,12000000,3.141353,44,1438,1
6.1005232354e-05,12000000,3.141401,45,1418,1
1.8186521080e-04,12000000,3.142164,46,1387,1
1.6662379875e-05,12000000,3.141645,47,1325,1
1.8282014046e-04,12000000,3.142167,48,1336,1
2.6238928701e-04,12000000,3.1407683333333334,49,1490,1
2.2383632830e-05,24000000,3.1415223333333335,0,1544,2
2.3385582555e-04,24000000,3.1423273333333333,1,1569,2
1.0769900732e-04,24000000,3.141931,2,1866,2
8.5629521882e-05,24000000,3.1418616666666668,3,1421,2
1.9045125274e-04,24000000,3.1409943333333334,4,1681,2
2.2917895555e-04,24000000,3.1408726666666666,5,1592,2
3.0129173394e-05,24000000,3.141498,6,1783,2
1.7644561774e-04,24000000,3.1410383333333334,7,1403,2
5.3093272678e-06,24000000,3.1416093333333333,8,2555,2
8.9979756993e-05,24000000,3.141875333333333,9,1307,2
1.3104173231e-04,24000000,3.1420043333333334,10,1408,2
